[2009-05-20 00:06:35] 7 User  hat sich eingeloggt.
[2009-05-20 12:48:33] 4 Kann Userposition (508 -> 508) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:33] 4 Kann Userposition (508 -> 508) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:34] 4 Kann Userposition (508 -> 508) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:35] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:48:37] 80 1 Karte gewechselt, von 508 nach 508.
[2009-05-20 12:48:40] 80 1 Karte gewechselt, von 507 nach 507.
[2009-05-20 12:48:43] 80 1 Karte gewechselt, von 287 nach 287.
[2009-05-20 12:48:45] 80 1 Karte gewechselt, von 288 nach 288.
[2009-05-20 12:48:47] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:48] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:50] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:51] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:52] 4 Kann Userposition (288 -> 288) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:53] 80 1 Karte gewechselt, von 175 nach 175.
[2009-05-20 12:48:54] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:55] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:56] 4 Kann Userposition (175 -> 175) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:48:58] 80 1 Karte gewechselt, von 174 nach 174.
[2009-05-20 12:49:00] 4 Kann Userposition (174 -> 174) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:49:03] 80 1 Karte gewechselt, von 173 nach 173.
[2009-05-20 12:49:04] 4 Kann Userposition (173 -> 173) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:49:06] 4 Kann Userposition (173 -> 173) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 12:49:07] 4 Kann Userposition (173 -> 173) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 13:13:41] 4 Kann Userposition (173 -> 173) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 13:17:57] 0 exception 'PHPTAL_ConfigurationException' with message 'No template file specified' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:753Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(520): PHPTAL->findTemplate()#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#2 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('/', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#4 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#8 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:17:57] 0 exception 'PHPTAL_ConfigurationException' with message 'No template file specified' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:753Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(520): PHPTAL->findTemplate()#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#2 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('/', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#4 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#8 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#9 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:17:57] 4 Kann Userposition (173 -> 173) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 13:23:11] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/views_macros.html around line 0exception 'PHPTAL_VariableNotFoundException' with message 'Unable to find variable 'sideBoxes' in current scope' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Context.php:203Stack trace:#0 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(64): PHPTAL_Context->__get('sideBoxes')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#6 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:23:11] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/views_macros.html around line 0exception 'PHPTAL_VariableNotFoundException' with message 'Unable to find variable 'sideBoxes' in current scope' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Context.php:203Stack trace:#0 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(64): PHPTAL_Context->__get('sideBoxes')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#7 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:23:17] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/views_macros.html around line 0exception 'PHPTAL_VariableNotFoundException' with message 'Unable to find variable 'sideBoxes' in current scope' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Context.php:203Stack trace:#0 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(64): PHPTAL_Context->__get('sideBoxes')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#6 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:23:17] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/views_macros.html around line 0exception 'PHPTAL_VariableNotFoundException' with message 'Unable to find variable 'sideBoxes' in current scope' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Context.php:203Stack trace:#0 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(64): PHPTAL_Context->__get('sideBoxes')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#7 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:23:47] 0 exception 'PHPTAL_ConfigurationException' with message 'No template file specified' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:753Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(520): PHPTAL->findTemplate()#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#2 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('/', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#4 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#8 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:23:47] 0 exception 'PHPTAL_ConfigurationException' with message 'No template file specified' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:753Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(520): PHPTAL->findTemplate()#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#2 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('/', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#4 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#8 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#9 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:24:42] 0 exception 'PHPTAL_ConfigurationException' with message 'No template file specified' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:753Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(520): PHPTAL->findTemplate()#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#2 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('/', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#4 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#8 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:24:42] 0 exception 'PHPTAL_ConfigurationException' with message 'No template file specified' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:753Stack trace:#0 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(520): PHPTAL->findTemplate()#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(471): PHPTAL->prepare()#2 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('/', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#4 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#7 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#8 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#9 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:27:45] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/index.html around line 0exception 'PHPTAL_MacroMissingException' with message 'Macro '' is not defined in team.html' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:482Stack trace:#0 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('team.html/', Object(PHPTAL))#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#6 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:27:45] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/index.html around line 0exception 'PHPTAL_MacroMissingException' with message 'Macro '' is not defined in team.html' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php:482Stack trace:#0 /tmp/tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(67): PHPTAL->_executeMacroOfTempalte('team.html/', Object(PHPTAL))#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242818108_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#7 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:31:20] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/views_macros.html around line 0exception 'PHPTAL_VariableNotFoundException' with message 'Unable to find variable 'sideBoxes' in current scope' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Context.php:203Stack trace:#0 /tmp/tpl_1242819053_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(64): PHPTAL_Context->__get('sideBoxes')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242819053_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(11): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#6 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:31:20] 0 From /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/templates/views_macros.html around line 0exception 'PHPTAL_VariableNotFoundException' with message 'Unable to find variable 'sideBoxes' in current scope' in /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL/Context.php:203Stack trace:#0 /tmp/tpl_1242819053_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc.php(64): PHPTAL_Context->__get('sideBoxes')#1 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(485): tpl_1242819053_1_1_16views_macros_ht5bbff24fce6e9b8c0fa43589d215fbdc_world(Object(PHPTAL), Object(PHPTAL))#2 /tmp/tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80.php(34): PHPTAL->_executeMacroOfTempalte('views_macros.ht...', Object(PHPTAL))#3 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/classes/PHPTAL.php(390): tpl_1242765337_1_1_16index_html8e7f6c4b9100c318a884c9ccf5719d80(Object(PHPTAL), Object(PHPTAL_Context))#4 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php(26): PHPTAL->execute()#5 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/includes/site/index_bottom.php(15): displayErrorPage()#6 /home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/index.php(21): include('/home/httpd/vho...')#7 {main} (/home/httpd/vhosts/nopaste.ch/subdomains/pkdev/httpdocs/world/lib/functions/displayErrorPage.php)
[2009-05-20 13:33:54] 80 1 Karte gewechselt, von 171 nach 171.
[2009-05-20 13:33:56] 80 1 Karte gewechselt, von 170 nach 170.
[2009-05-20 13:38:57] 4 Kann Userposition (170 -> 170) nicht verändern: Kein gültiger Zugang zum Ziel. (/world/lib/classes/World/World_User.php)
[2009-05-20 13:41:08] 80 1 Karte gewechselt, von 445 nach 445.
[2009-05-20 13:41:11] 80 1 Karte gewechselt, von 453 nach 453.
[2009-05-20 13:41:16] 80 1 Karte gewechselt, von 445 nach 445.
[2009-05-20 13:41:50] 80 1 Karte gewechselt, von 453 nach 453.
